title,genre,artists,song_desc,youtube_url
easy,Pop,Bixby,"Upbeat indie pop-rock track with distorted guitar riffs, raspy vocals, and danceable rhythm; captures nostalgia and longing; blends emotional vulnerability with energetic tempo; perfect for spring vibes.; clean topline; layered harmonies; glossy synth pads; punchy drums; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb",https://www.youtube.com/watch?v=y9NPG50XHJg
dying to see you,Pop,Bixby,"Mid-tempo pop ballad in C Major at 70 BPM, 2:22 duration, featuring emotive vocals, airy background instruments, and introspective lyrics about longing and reconciliation. Released November 18, 2022, by Dog Show Records.; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb; groove‑locked percussion; off‑beat hats; sustained chords; build‑to‑peak energy curve",https://www.youtube.com/watch?v=HiBVYzGN41Q
moving on,Pop/R&B,Bixby,"Mid-tempo pop track in C major, 4/4 time signature, approximately 100 BPM, 3 minutes 30 seconds. Features warm guitar strums, airy falsetto vocals, programmed drums, sub-bass, lo-fi sheen. Explores themes of love, loss, and personal growth. Collaborative effort with Frocious, blending energetic pop rhythms with deep melodies. Notable for its catchy hook and expressive live performances.",https://www.youtube.com/watch?v=fAr3mfltw2I
throw ur life away,Pop,"Bixby, Endie, roan, recycleBin","Mid-tempo pop track in E♭ minor, 110 BPM, 2:56 duration, featuring layered vocals, airy falsetto, warm guitar, and programmed drums. Lyrically, it delves into insecurities, self-doubt, and romantic complexities. Notable for its relatable themes and emotive delivery, it has garnered positive listener feedback, with comments like ""so cool!!"" and ""music to get freaky too.""",https://www.youtube.com/watch?v=v7bsSAEYzDM
bittersweet teeth,Alt Pop,"Bixby, Poptropicaslutz!, NOT A TOY","Upbeat 170 BPM track in B major, blending distorted power chords with pulsating programmed drums and sparkling alt-pop synths. Features reverb-drenched vocals, creating a catchy, edgy pop-punk energy. Lyrically, it explores capturing fleeting moments in relationships, emphasizing the allure of genuine smiles and the desire to preserve happiness. Released on September 21, 2022, as part of the ""Face for the Radio"" album.",https://www.youtube.com/watch?v=Y-05g57tBD0
deep in love,Pop/EDM,"Bixby, Noahh","A 2:52 hyperpop track in A major at 168 BPM, featuring 's introspective vocals, 's emotive delivery, and Kaido's verse, over a dynamic, glitchy beat with layered synths and punchy percussion, exploring themes of unrequited love and emotional turmoil.; clean topline; layered harmonies; glossy synth pads; punchy drums",https://www.youtube.com/shorts/ofgQkjcjqPo
taste of melancholy,Indie Pop,Bixby,"Mid-tempo indie pop track with warm falsetto vocals, lo-fi sheen, and programmed drums; introspective lyrics explore communication breakdowns and internal doubts in relationships.; clean topline; layered harmonies; glossy synth pads; punchy drums; mid‑tempo groove; bright acoustic elements; soft saturation on bus",https://www.youtube.com/watch?v=u35NnCfwlBw
the grass is always greener on the other side,Indie Pop,Bixby,"A 2:40 pop track featuring airy falsetto vocals, lo-fi sheen, and introspective lyrics exploring themes of longing, isolation, and self-doubt. The song's structure includes verses expressing feelings of abandonment and internal conflict, a pre-chorus highlighting emotional instability, a chorus emphasizing distance and loss, and a bridge serving as a plea for affirmation. The production is characterized by warm guitar tones and subtle programmed drums, creating a melancholic yet intimate",https://www.youtube.com/watch?v=Oaqdz1I8zm8
running on empty,Pop/R&B,"Bixby, Aldrch","Mid-tempo pop track at 93 BPM in B♭ major, 2:17 duration, featuring warm electric guitar lines, electronic elements, and emotive male and female vocals. Lyrically, it delves into themes of emotional exhaustion and relationship turmoil. Critics praise its infectious melodies and captivating vocal performances, with one reviewer noting, ""I literally haven’t turned it off.""",https://www.youtube.com/watch?v=194l0nCjp7g
don't make me,Pop,Bixby,"Mid-tempo 96 BPM pop track in F major, 4/4 time, 2:05 duration, featuring airy falsetto vocals, warm guitar, subtle synths, and programmed drums, exploring themes of unreciprocated love and emotional exhaustion.; mid‑tempo groove; bright acoustic elements; soft saturation on bus; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb",https://www.youtube.com/watch?v=QH_1T_7AaYM
Lock In,Dubstep/Bass,"Subtronics, Wooli","A high-energy dubstep track featuring aggressive basslines, rapid tempo, and complex sound design, incorporating a nostalgic Mario Kart countdown sample that adds a playful touch to its intense drops. The track has received mixed reviews, with some listeners praising its energy and others criticizing its repetitiveness.",https://www.youtube.com/watch?v=1JkoEeCOWok
Final Breath,Bass/EDM,"Subtronics, A Little Sound","A collaboration between two prominent figures in electronic music, this track features a fusion of glitchy basslines, atmospheric synths, and dynamic percussion. The song has received positive feedback from listeners, with comments highlighting its emotional depth and impactful drops. Notably, one listener described the second drop as ""best, "" while another noted the track's ""sick"" nature.",https://www.youtube.com/watch?v=mGLHgvvu6K8
Power,Dubstep/Bass,"Subtronics, Level Up, Grabbitz","High-energy dubstep track featuring haunting vocals, aggressive basslines, and intricate sound design. First debuted at EDC Las Vegas 2024, it has become a fan favorite in live shows. The track showcases a blend of hypnotic melodies and hard-hitting drops, with masterful vocal distortion and strategic sound design. It has been performed at major global festivals like Ultra Europe, Ultra Japan, Lost Lands, North Coast Music Festival, and Electric Forest.",https://www.youtube.com/watch?v=2javfeqlYAU
Oblivion,Dubstep/Trap,Subtronics,"Opening with swelling orchestral intro building tension before voice warns, ""Brace yourselves as we enter the portal into the Tesseract, "" leading into earth-shattering dubstep drop loaded with interstellar textures and seismic low-end pressure.; contrast between sparse verses and dense climaxes; ear‑catching transitions",https://www.youtube.com/watch?v=pJ4oTtwpae0
Legends,Dubstep,"Subtronics, P Money","A 2:47 track blending drum & bass and grime, featuring a brooding buildup with tension, followed by a punishing drop fusing heavy bass and tightly programmed drums. British grime MC 's relentless bars ground the madness with determination, providing a lyrical spine to the sonic barrage. Released via Cyclops Recordings, it has been described as a festival weapon and a relentless showcase of drum & bass production and hip-hop grit.",https://www.youtube.com/watch?v=WS0oRNuBSlc
Hunter,Bass,"Subtronics, Flowdan","A relentless dubstep track featuring heavy bass, distorted textures, and filtered sweeps, with a tempo of 140 BPM in a minor key, characterized by a half-time rhythm; the collaboration between and delivers a gritty, high-energy experience.; focused arrangement; clear motif development; dynamic contour with defined peaks",https://www.youtube.com/watch?v=8dYe50jm20s
Into Pieces,Melodic Bass,"Subtronics, Grabbitz","A dynamic electronic track blending dubstep and future bass, featuring a tempo of 140 BPM in a minor key, structured in 4/4 time. The composition showcases deep sub-bass frequencies, glitchy synths, and punchy programmed drums, creating an intense atmosphere. The emotive vocals convey themes of emotional vulnerability and personal transformation, enhanced by atmospheric pads and a prominent bass drop that accentuates the track's emotional intensity. The song's production is characterized by its",https://www.youtube.com/watch?v=_69Z3fscTYg
Gassed Up,Dubstep,"Zeds Dead, Subtronics, Flowdan","A high-energy dubstep track featuring throbbing sub-bass, syncopated programmed drums, and aggressive wobbles, blending vintage dubstep with grime influences; UK grime artist delivers rapid-fire verses over the pulsating beat, creating a dynamic fusion of electronic and hip-hop elements.; focused arrangement; clear motif development; dynamic contour with defined peaks",https://www.youtube.com/watch?v=WiUdWyyvmpQ
Griztronics II (Another Level),Bass,"GRiZ, Subtronics","A high-energy dubstep track at 145 BPM in C major, featuring hard-hitting basslines, intricate wobbles, and glitchy synths, blending 's future funk style with ' cutting-edge sound design, creating an electrifying atmosphere.; focused arrangement; clear motif development; dynamic contour with defined peaks",https://www.youtube.com/watch?v=4fNk2Ya_HSA
Spacetime,Melodic Bass,"Subtronics, Nevve","A 140 BPM dubstep track in E minor, featuring ethereal vocals and lush synths that build into intense, bass-driven drops. The song's structure includes orchestral build-ups leading to heavy dubstep sequences, blending melodic elements with aggressive basslines. Critics praise its anthemic and emotional composition, highlighting its ability to balance melodic flair with powerful dubstep elements.",https://www.youtube.com/watch?v=bdpv-wuY9qo
Puzzle Box,Bass,"Rezz, Subtronics","Midtempo electronic track at 95 BPM in C# major, 4/4 time signature, 3:32 duration, blending dark, hypnotic synths with heavy, wonky basslines; features eerie tones, disconnected laughter, and cascading effects; combines mechanized chaos with minimal, calculated darkness; released on Deadbeats and Cyclops Recordings; proceeds from limited-edition merchandise support Voices of Children Ukraine.",https://www.youtube.com/watch?v=QNFlk2B1ig8
Scream Saver,Dubstep,Subtronics,"Eerie melodies intertwine with shuddering drops and jagged rhythms in this dubstep track, featuring glitchy arpeggios and heavy sub-bass, creating a dark, intense atmosphere.; focused arrangement; clear motif development; dynamic contour with defined peaks; contrast between sparse verses and dense climaxes; ear‑catching transitions",https://www.youtube.com/watch?v=SUraMSU-N2I
Braincase,Dubstep,"Subtronics, Kayzo","A high-energy electronic track blending rock, psytrance, and bass elements, featuring an ominous guitar riff intro, sharp percussion, and booming drum claps; transitions from a bouncy psytrance drop to a heavy dubstep anthem with amplified riddim, stabs, and wobbles; characterized by aggressive basslines, metal guitar work, and playful rhythm; showcases a fusion of styles with unexpected drops and genre-defying production.",https://www.youtube.com/watch?v=hFoaeSs3XTs
House Party,Bass/Trap,"Marshmello, Subtronics","A 75 BPM dubstep track in C# major, featuring heavy sub-bass, quirky synths, and thunderous drops. The 3:25-minute composition includes a spoken-word intro, leading into three massive drops with slithering synths and deep subs. Released on June 10, 2021, as part of the album ""Shockwave, "" it showcases a collaboration between and .",https://www.youtube.com/watch?v=96Y1E-zdQs0
Nuclear Bass Face,Bass/EDM,"Subtronics, Boogie T","A genre-blending track fusing dubstep and reggae, featuring reggae-influenced vocals and guitar, with a tempo of 140 BPM, in the key of C minor, and a 4/4 time signature. The song begins with a chilled, reggaeton-inspired intro, building into a menacing drop with bass stabs and wobbles, before mellowing out again. The collaboration between NGHTMRE, , and showcases their unique styles, combining dancehall-inspired reggaeton with heavy bass elements.",https://www.youtube.com/watch?v=a2EqgYaL9y4
Bumpy Teeth,Bass/Bass House,"Zeds Dead, Subtronics","A 4-minute dubstep track featuring heavy builds, jungle elements, and paralyzing drops, blending ' subdued heaviness and riddim tempos with 's smoothed-out progressions, jaunting house beats, and jugular synths.; 4/4 kick; syncopated hi‑hats; rolling bassline; sidechain pump; groove‑locked percussion; off‑beat hats; sustained chords; build‑to‑peak energy curve",https://www.youtube.com/watch?v=JgdIYj0qNsw
Blastin,Dubstep,Subtronics,"Aggressive 145 BPM dubstep track in D major, featuring demonic scrap metal basslines and intense bass ruptures. Characterized by complex sound design and rhythmic dubstep elements. Released as part of the ""Wook Laser"" EP on Never Say Die: Black Label. Known for its heavy bass wobbles and aggressive vocal samples. A staple in live performances, often eliciting strong audience reactions.",https://www.youtube.com/watch?v=n8L4BwWt3Zw
Glitch Fight,Dubstep,Subtronics,"Aggressive dubstep track with rapid tempo, syncopated rhythms, and complex glitch effects; features deep sub-bass, distorted growls, and sharp, staccato synths; dynamic build-ups lead into intense drops; characterized by heavy, pulsating basslines and intricate sound design; evokes high-energy, confrontational atmosphere.",https://www.youtube.com/watch?v=1No6K3oqLlQ
Nightmare,Melodic Bass/EDM,"William Black, Fairlane, Amidy","A cinematic intro with guitar-driven melodies sets a moody atmosphere, leading into evocative vocals that convey inner turmoil. The track builds with arpeggiated synths and atmospheric layers, culminating in a high-impact drop featuring serrated basslines and laser-cut sound design. This composition balances vulnerability with volatility, pushing melodic dubstep into deeper, more reflective territory.",https://www.youtube.com/watch?v=DWoO612DTpI
Waiting On This Day Forever,Melodic Bass,"William Black, Siberia, Freja The Dragon","A haunting piano motif and ethereal synths set the stage for a female vocalist's emotive delivery, leading into a powerful drop that fuses melodic dubstep with cinematic elements. The track's tempo is 138 BPM, in G minor, with a 4/4 time signature. The song's duration is 3 minutes and 32 seconds. The production features bone-shaking sub-bass and lingering reverb tails, creating a soundscape that balances devastation and beauty.",https://www.youtube.com/shorts/CVSPJMUM8pY
Save Me,Melodic Bass,"William Black, Kate Morgan","A 3:23 progressive house track in G minor at 138 BPM, featuring emotive vocals over shimmering pads, galloping basslines, and trance-infused arpeggios. The song's sweeping builds and cathartic drops create an expansive yet intimate atmosphere, layering celestial synths with orchestral swells for a breathtaking listening experience.",https://www.youtube.com/watch?v=zjJysPNaDvs
All Falls Down,Melodic Bass,"William Black, Said The Sky","A 3:18 electronic track in C minor, featuring a 4/4 time signature and approximately 128 BPM, blending future-pop and melodic bass elements. It opens with ethereal synths and a pulsating sub-bass, building into a dynamic drop with heavy-hitting 808s. The arrangement crescendos, mirroring the journey of attempting to rebuild after a fall, resonating with listeners who have experienced heartbreak.",https://www.youtube.com/watch?v=KJZsy_8Lyws
Collide,Melodic Bass,"William Black, Jazara","A 3:52 electronic dance track in C minor, 4/4 time, 128 BPM, featuring pulsating sub-bass, shimmering synths, and dynamic programmed drums, creating an uplifting atmosphere. The song's structure includes an emotive breakdown leading into a euphoric drop, enhancing its energetic vibe. Listeners have praised its catchy melody and high-energy production, making it a standout in the electronic dance genre.",https://www.youtube.com/watch?v=5jxSdg0odLE
Lie,Melodic Bass,William Black,"160 BPM, B♯ minor key, 3:30 duration; emotive electronic track blending uplifting melodies with passionate vocals; energetic dance-pop style; crisp production; explores themes of self-deception and denial in a deteriorating relationship; features warm synths, driving basslines, and dynamic percussion; builds to anthemic drops; conveys emotional struggle and introspection.",https://www.youtube.com/watch?v=J1V4Ix80v1Y
Stay,Melodic Bass,"William Black, Trella","A heartfelt electronic track featuring emotive vocals, exploring themes of longing and regret. The song's structure includes verses that reminisce about shared moments, leading into a poignant chorus expressing deep yearning. Instrumentation features warm synths and subtle percussion, creating an intimate atmosphere. The track has resonated with listeners, with comments highlighting its emotional depth and relatability.",https://www.youtube.com/watch?v=YjXJA5qnw2w
You're Not Alone,Melodic Bass,"William Black, Cinema Kid","Mid-tempo electronic track at 95 BPM in C minor, featuring lush synths, deep sub-bass, and ethereal vocals, creating an uplifting atmosphere. The song's structure includes a dynamic build-up leading to a euphoric drop, characteristic of progressive house. Listeners have praised its emotive energy and production quality. The track has been featured in various dance music playlists and is noted for its ability to energize and inspire.",https://www.youtube.com/watch?v=VYYRpCJ-3ts
Different Shit,Melodic Bass,William Black,"Released December 13, 2024, this 3-minute, 12-second electronic dance track features uplifting melodies, energetic programmed drums, and a driving bassline. The song's tempo is approximately 128 BPM, set in a major key, and follows a 4/4 time signature. It showcases 's signature style, blending emotive themes with vibrant dance rhythms. The track is available for streaming and download on platforms like Qobuz and Amazon Music.",https://www.youtube.com/watch?v=otlSFVhOGd8
Straight Into The Ground,Melodic Bass,William Black,"Mid-tempo future bass track in C minor, 4/4 time signature, approximately 90 BPM, 3:30 duration, featuring emotive vocals, lush synths, deep sub-bass, and dynamic percussion. Part of ""The Nature of Hope"" album, it delves into themes of self-destructive hope and toxic relationships, blending electronic elements with pop-punk vocals and acoustic guitar, reflecting a sonically diverse production.",https://www.youtube.com/watch?v=PfchDSrgY8E
My Own Advice,Melodic Bass,"William Black, ILLENIUM, Alana Springsteen","95 BPM, G major, 4/4 time signature, 3:12 duration; emotive vocals, ethereal synths, dynamic drops, introspective lyrics on self-compassion; introspective lyrics on self-compassion; introspective lyrics on self-compassion; introspective lyrics on self-compassion; introspective lyrics on self-compassion; introspective lyrics on self-compassion; introspective lyrics on self-compassion; introspective lyrics on self-compassion; introspective lyrics on self-compassion; introspective lyrics on",https://www.youtube.com/watch?v=dH_sVpeBgIU
Pages,Melodic Bass,William Black,"A deeply emotive electronic track featuring a blend of uplifting melodies and passionate vocals, characterized by vibrant synths, warm guitar riffs, and dynamic percussion. The song delves into themes of mental health and personal growth, offering a relatable and authentic listening experience. Its cinematic production and raw lyricism have resonated with listeners, contributing to its widespread acclaim.",https://www.youtube.com/watch?v=wJMXnajEuGM
Back To U,Melodic Bass,"SLANDER, William Black","A melodic bass track featuring emotive vocals and a somber guitar riff, building to a euphoric drop with mid-range synths and concise drum patterns, exploring themes of unrequited love and vulnerability.; contrast between sparse verses and dense climaxes; ear‑catching transitions; groove‑locked percussion; off‑beat hats; sustained chords; build‑to‑peak energy curve",https://www.youtube.com/watch?v=sPSm7E_cnfU
Letting Go,Melodic Bass,"William Black, Park Avenue","A soaring future bass track featuring emotive vocals over a groovy synth drop, blending guitars and strings into a moody soundscape. The song's theme of personal loss resonates with listeners, as noted by Dancing Astronaut: ""’s emotive vocal hook recalls the yearning and pain of a personal loss and meshes all too perfectly with the moody soundscape.""",https://www.youtube.com/watch?v=guWsDQSIuAE
Light,Future Bass/EDM,San Holo,"Future bass track features uncredited vocals by Tessa Douwstra, blending dreamy synths, percussion, and an irresistible melody. The song's structure builds from atmospheric, airy synths into an expansive drop, creating an emotional vibe that resonates with listeners. The track's success is evident, reaching number two on Billboard's Critic's Pick Top 10 Best Dance/Electronic Albums of 2018.",https://www.youtube.com/watch?v=bTg5yulUNVg
We Rise,EDM/Future Bass,San Holo,"A decade-old electronic anthem, this track features uplifting melodies, emotive chords, and dynamic hip-hop-inspired percussion, creating an energetic and nostalgic atmosphere. Its repetitive vocal phrase "", we fall"" adds depth, enhancing its lasting impact. Celebrated for its unique blend of future bass and trap elements, it has been reimagined by artists like Jai Wolf, who praised its nostalgic energy. The track achieved gold certification, reflecting its enduring popularity.",https://www.youtube.com/watch?v=ebFln6_N0p0
All The Highs,Electronica/Pop,San Holo,"Uplifting electronic track features ethereal synths, emotive vocals, and dynamic percussion, creating a euphoric atmosphere. Released in September 2022, it was featured in FIFA 23's soundtrack. Listeners praised its vibrant energy and positive vibes, with some noting its similarity to Crystal Skies' ""Collide."" The track is part of the ""Existential Dance Music"" album, reflecting on life's highs and lows.",https://www.youtube.com/watch?v=Liqs1ms_KZU
what is life?,Indie Electronic,San Holo feat. Bipolar Sunshine,"A 3-minute electronic track featuring warm synths, airy falsetto vocals, and steady percussion, blending ethereal melodies with introspective themes of support and resilience. The collaboration between San Holo and Bipolar Sunshine showcases their shared creative vision, resulting in a harmonious fusion of electronic and indie elements. The song's production emphasizes organic sounds, bridging the gap between EDM and indie music.",https://www.youtube.com/watch?v=82E2sDcxf8c
Lift Me From The Ground,Future Bass/Pop,San Holo feat. Sofie Winterson,"A 155 BPM, 4/4 time signature track in B minor, featuring ethereal vocals, celestial synths, and acoustic guitar riffs, blending electronic and organic elements to create an uplifting, dancefloor-friendly atmosphere.; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb; mid‑tempo groove; bright acoustic elements; soft saturation on bus",https://www.youtube.com/watch?v=v_8NVwu8jyU
bb u ok?,Indie Electronic,San Holo,"A 3:22 track in B minor at 156 BPM, featuring emotive electric guitar riffs, uplifting synths, and pitched, vocoded vocals. The song blends heavy sub-bass with analog instrumentation, creating a warm, introspective atmosphere. It encourages genuine connections and self-reflection, aligning with the artist's ""stay vibrant"" philosophy. The track's structure combines ambient post-rock elements with electronic build-ups, offering a cathartic listening experience.",https://www.youtube.com/watch?v=vPAhSrVTtgk
Bring Back The Color,Future Bass,San Holo,"Upbeat electronic track features emotive vocals, uplifting melodies, and dynamic production. Incorporates warm guitar riffs, airy falsetto, and programmed drums. Part of 'Existential Dance Music' album, exploring life's journey through highs and lows. Released June 2, 2023, on Helix Records. Received positive listener feedback for its vibrant energy and emotional depth.",https://www.youtube.com/watch?v=wNsbW-pQGBA
Lines of the Broken,Indie/Electronic,"DROELOE, San Holo feat. CUT_","A collaboration between Dutch producers and vocalist, this track features ethereal vocals over a blend of chiming melodies and buzzing synths, creating a haunting atmosphere. The song's structure includes a dynamic breakdown, transitioning from a calm introduction to an energetic drop, showcasing a fusion of electronic and pop elements. Released in 2017, it received acclaim for its innovative sound design and emotional depth.",https://www.youtube.com/watch?v=LJC-HDSiSj4
Honest,Pop/Electronic,"San Holo, Broods","A synth-driven track blending future bass and indie pop, featuring warm guitar riffs, pulsing synths, and booming drums. Georgia Nott's emotive vocals lead, supported by 's signature production. The song's structure builds suspense with restrained beats and swooping pads, culminating in an energized chorus with powerful synths. The accompanying music video juxtaposes authenticity with a hyper-artificial setting, highlighting the song's themes of transparency and genuine human connection.",https://www.youtube.com/watch?v=CHH48NKPAkk
Broken Hearted,Melodic Bass/EDM,SLANDER & San Holo feat. Julia Church,"A melodic dubstep track featuring ethereal vocals, gentle guitar strums, and expansive synths, building toward euphoric drops with distorted vocal chops and subtle riddim elements, creating a cinematic journey of emotional recovery.; extended intro/outro; 8‑bar phrasing; energy‑mapped arrangement",https://www.youtube.com/watch?v=0yIhZHJ2lwA
One Thing,Indie Electronic,San Holo,"Upbeat electronic track in E major, 120 BPM, 4/4 time, approximately 3 minutes long, featuring plucky electric piano, soft pads, gentle vocals, energetic percussion, soft guitar, lush pulsing synths, booming bass, skittering vocal chops, and harpsichord-like melody. Themes of restlessness and mindfulness. Released November 2017.",https://www.youtube.com/watch?v=RF7h7xWuGNg
Still Looking,Future Bass/Trap,San Holo,"A 4:32 track in D# minor at 140 BPM, featuring future bass and trap elements, with pitched vocal chops and arpeggiated melodies. The song begins with a mellow beat, highlighted by a chirping synth and subtle chord progression. It includes unexpected jersey and jungle terror switch-ups, with euphoric synth drops and heavy bass lines. The track also features unique sound design and unusual percussion samples, creating a dynamic listening experience.",https://www.youtube.com/watch?v=RwY4JzrrppA
Victory,EDM,San Holo,"Upbeat future bass track with tempo around 154 BPM, in D minor key, 4/4 time signature, approximately 3 minutes long; features lush detuned chords, unique vocal chops, spacious reverberated arpeggios, hip-hop infused beats, and 8-bit elements; juxtaposes in-your-face bass growls with high-pitched synths, creating a mix of sounds unique to the artist; evokes a nostalgic yet adventurous tone.",https://www.youtube.com/watch?v=lcQSoMUB6N8
I Still See Your Face,Indie Pop/Electronic,San Holo,"A 3:38 house-pop track featuring 's own vocals, recorded on a MacBook during a 2016 U.S. tour; characterized by buoyant melodies, youthful synths, chimes, and gentle, pitched vocals; accompanied by an intimate music video; released on Bitbird, his label, on September 12, 2017; included in the album ""Gouldian Finch 2"" on October 5, 2017; received generally positive reviews, reaching number 29 on the Dutch Single Tip chart.",https://www.youtube.com/watch?v=fdEY1P_LuF4
Show Me,Electronic/Pop,San Holo,"126 BPM, D minor, 4/4, 2:57; Mid-tempo electronic track in C Major, 4/4 time signature, approximately 100 BPM; features warm, wobbly guitar intro, airy falsetto vocals, programmed drums, and ambient synths; introspective mood exploring vulnerability and self-discovery; released as part of debut album ""album1"" in 2018; received praise for its originality and heartfelt production.",https://www.youtube.com/watch?v=cH9Il6RsGdM
Don't Look Down,Electro-Pop,San Holo feat. Lizzy Land,"A 3:17 track in G# minor at 150 BPM, featuring ethereal vocals over atmospheric synths and future bass drops, co-produced with RL Grime, blending melancholy and uplifting elements.; verse–pre–hook–chorus form; earworm motif; tight vocal comp; plate reverb; clean topline; layered harmonies; glossy synth pads; punchy drums",https://www.youtube.com/watch?v=9xoKN_gS1eQ
IMISSU,Indie Electronic,San Holo & Father Dude,"Mid-tempo future bass track featuring melancholic vocals, intertwining synth melodies, and subtle trap elements. Released by Spinnin' Records on September 4, 2015. Combines smooth grooves with contagious melodies, blending traditional R&B with contemporary production methods. Critics praise its emotional depth and production quality.",https://www.youtube.com/watch?v=q3gqn_KCZOw
"Right Here, Right Now",Indie Pop/Electronic,San Holo feat. Taska Black,"Uplifting electronic track blends warm guitar riffs with airy falsetto vocals, set in a major key at 120 BPM, 4/4 time signature, 3:34 duration; features dynamic drops, emotive melodies, and a lo-fi sheen; explores themes of presence and connection; received positive reviews for its nostalgic and hopeful vibe.",https://www.youtube.com/watch?v=igCLFkR_KBM
Hold Fast,Future Bass,San Holo feat. Tessa Douwstra,"A 3:30 track in F♯ minor, 132 BPM, 4/4 time, blending future bass with chill trap; features glitchy basslines, punchy drums, screeching melodies, and Tessa Douwstra's soft, low vocals; released May 25, 2015, on Monstercat's ""Victory"" EP; praised for its experimental direction and emotional depth; KRANE's 2015 remix adds atmospheric elements.",https://www.youtube.com/watch?v=n9pBlWyW1z4
Bright Days,Indie Electronic,San Holo,"Uplifting electronic track features warm 808s, airy falsetto vocals, and wistful lo-fi production, creating a bittersweet late-summer atmosphere. Incorporates raw guitar melodies and subtle string elements, blending organic and electronic sounds. Recorded in an Airbnb studio, capturing an intimate, spontaneous creative process. Themes of hope and nostalgia are conveyed through emotive lyrics and dynamic arrangement. Released as part of an album that combines EDM with nostalgic elements.",https://www.youtube.com/watch?v=58k14xd2WJA
TYPE SH*T,Trap/Electronic,"Crankdat, NGHTMRE, Duke Deuce","A 3:32 track in D Major at 128 BPM, featuring distorted synths, skull-crushing bass, and militant drums, transforming Gesaffelstein's ""Hellifornia"" into a festival banger. Memphis rapper 's vocals inject raw energy and swagger, with his signature ""WHAT THE FUUUUUCK"" ad-lib colliding with drums and horns that make each of his beats sound like trap military marches. The track has been a staple in live sets at Ultra Miami and EDC Las Vegas.",https://www.youtube.com/watch?v=jLSqLrKeJ68
Whiplash,Dubstep/Bass,"Crankdat, SOFI","High-energy bass house track in E♭ major at 128 BPM, featuring aggressive basslines, metallic synth stabs, and tightly wound percussion. Collaborative effort between Ohio-born DJ and German-born Greek artist, known for her work with deadmau5. Released on March 14, 2025, as part of 's GET CRANKED! North American Tour. Track has been a fan favorite since its debut, igniting explosive crowd reactions at live performances.",https://www.youtube.com/shorts/NFKVKdPpqJw
STFU,Trap/Bass,Crankdat,"High-energy dubstep track at 136 BPM in C# major, featuring aggressive basslines, glitchy synths, and rapid-fire percussion. Notable for its explicit lyrics expressing frustration and defiance, with themes of self-awareness and confronting negativity. Released on September 22, 2023, it has garnered significant attention, amassing nearly 10 million Spotify streams by early 2025. The track's popularity is evident in its widespread acclaim and energetic live performances.",https://www.youtube.com/watch?v=O8TxXLLd1fc
Open The Pit,Trap/Hip-Hop,"Crankdat, Juicy J","High-energy collaboration blending dubstep and hip-hop, featuring aggressive basslines, rapid-fire programmed drums, and 's commanding vocals. Track's tempo fluctuates between 138 and 150 BPM, set in F Phrygian and C# Phrygian keys. Notable for its tearout dubstep style, it has been a crowd favorite at festivals like Lost Lands and North Coast Music Festival. Accompanied by a GTA-inspired animated music video, immersing viewers in a thrilling heist and chase sequence.",https://www.youtube.com/watch?v=go_kHIaH7Nc
Big Bang,Bass/Trap,"Crankdat, DJ Snake","A high-energy dubstep track at 150 BPM in D major, featuring aggressive basslines, dissonant synths, and dramatic drops. Opens with ominous sirens and cinematic synths, building tension before unleashing a dubstep breakdown with shrieking leads and pounding drums. Transitions into electro house sequences, maintaining intensity. Noted for its festival-ready energy, it was highlighted in 's Coachella set.",https://www.youtube.com/watch?v=_b7fB5jCf9Q
Kneel Before Me,Dubstep/Metal,"Asking Alexandria, Crankdat, others","A high-energy fusion of metalcore and dubstep, this track features aggressive guitar riffs, rapid drum patterns, and commanding vocals, seamlessly blending with intense bass drops and glitchy synths. The collaboration between a renowned metal band and prominent EDM artists results in a dynamic soundscape that energizes listeners. The song's aggressive energy and genre-blending style have been praised for their intensity and innovation.",https://www.youtube.com/watch?v=ejGZu1uZk94
Ding Dong,Bass/Trap,Crankdat,"High-energy 128 BPM track in B major, blending breakbeat, dubstep, and house elements. Features bouncy, fun first drop transitioning into heavy second drop. Incorporates viral ""Bing Bong"" meme sounds and vocals. Duration: 2 minutes 58 seconds. Time signature: 4/4. Noted for its festival appeal and crowd engagement.",https://www.youtube.com/watch?v=f5C2z9IzFAM
Ground Shake,Dubstep,Crankdat,"High-energy dubstep track at 145 BPM in B major, featuring aggressive growls, laser effects, and complex fills. Build-ups with pre-drop vocals lead to explosive drops, blending dubstep and hardstyle elements. Notable remixes by ECRAZE & Bandlez and Bellorum add unique spins. Celebrated for its intense bass and dynamic structure, it energizes listeners and has been a festival favorite.",https://www.youtube.com/watch?v=2UgQW3ZftMc
Drew Barrymore (Remix),Trap/Electronic,"Bryce Vine, Crankdat (remix)","Energetic remix infuses original track with dynamic basslines, arpeggiated lead synths, and explosive drum hits, transforming mellow vibe into high-energy anthem. Features robotic vocal motifs and catchy melodies, maintaining original's emotive essence while elevating intensity. Released in 2018, remix received positive reception for its vibrant energy and innovative production.",https://www.youtube.com/watch?v=4JJfOUKh9oU
